age,daily_hours,work_related,sleep_hours,mental_health,start_year,usage_years,platform,target
59,3.0127410536626793,0,6.840579118851705,7,2019,7,Facebook,2
26,0.7917781618034858,0,4.005055622176297,2,2004,22,WhatsApp,1
15,6.989674656170375,0,3.73845375983227,9,2013,13,Twitter,1
13,14.799365103819705,0,6.424860966002132,5,2017,9,LinkedIn,2
17,9.691151631443908,0,6.592150781017757,7,2005,21,Snapchat,2
38,5.633430958297905,0,9.305785119404034,2,2004,22,Other,1
26,0.7445861662839457,1,9.920137464368162,6,2012,14,Facebook,1
51,7.531752376262288,0,3.7606414958977328,2,2012,14,Other,2
39,3.4937570310072386,1,5.210161039059913,1,2000,26,Other,1
21,9.892434238976367,0,8.150928095347714,7,2013,13,Google,2
27,8.953623159103868,0,7.60288336797126,1,2005,21,Snapchat,2
27,4.345599743114182,1,3.5661743006425612,2,2014,12,WhatsApp,1
38,1.4987996461707387,0,3.411473146234094,7,2017,9,TikTok,1
54,11.447778371584853,0,5.903303999746533,6,2020,6,Twitter,2
25,8.989229371597663,0,6.477490293104498,5,2011,15,Facebook,2
44,12.71083061787511,0,7.006018952589592,10,2016,10,YouTube,2
51,4.267100226732387,0,7.469984055116894,2,2012,14,Twitter,1
44,9.966499939315975,0,6.373256804140969,10,2003,23,LinkedIn,2
16,2.220867257665932,1,8.02624701017771,2,2008,18,Facebook,1
42,4.731243664794233,1,3.820025980368204,4,2024,2,Instagram,1
49,10.019817122221859,0,8.193039593453381,10,2023,3,Twitter,1
35,12.4709289245995,1,7.3348042888445475,7,2005,21,Snapchat,1
51,5.15341977527853,0,3.0649018026430426,1,2024,2,Snapchat,2
57,12.083376570069268,1,6.301198372574981,10,2000,26,Snapchat,2
27,10.327410673962596,1,5.460889724601701,3,2006,20,WhatsApp,2
55,5.555784186860198,0,4.774542367937997,8,2009,17,LinkedIn,2
41,13.20775559729437,0,3.3859282983311307,10,2021,5,Other,1
48,7.8838214575137515,0,9.841344849613524,3,2008,18,Instagram,2
25,9.899578926918192,1,4.958351965826182,8,2009,17,Facebook,2
44,7.686654457600461,0,6.207478263096562,5,2010,16,Instagram,2
19,7.064439427116136,1,3.659531437295581,1,2005,21,WhatsApp,2
34,12.795676899963418,0,8.578188085641967,1,2000,26,Google,2
40,4.773214018060074,0,3.166009956772529,7,2016,10,Google,2
14,1.031123724274008,0,7.129947439557655,10,2013,13,Twitter,0
54,13.256848331401937,0,4.9362109250554,6,2018,8,Instagram,2
57,12.462847319242154,0,5.417565814379768,8,2019,7,TikTok,2
18,5.815126881259385,1,6.674598514436553,6,2011,15,Telegram,2
40,3.189041511225563,0,6.282092852900609,6,2021,5,WhatsApp,1
40,10.295237824202829,0,5.87586619962918,10,2023,3,Google,2
56,1.6420331027167692,0,7.385034902677059,7,2005,21,YouTube,1
56,6.644443955312723,1,6.838763555160569,7,2017,9,WhatsApp,1
32,1.7450036623304517,1,5.317625110985251,2,2003,23,Instagram,2
42,9.169690292267061,0,4.319986206031753,1,2007,19,Telegram,2
23,0.8945215652396347,0,4.092241466893668,10,2018,8,Twitter,1
40,9.623956446697518,1,3.2568484334396937,5,2014,12,Other,2
37,10.26148081269625,0,6.1153104725216165,3,2018,8,Twitter,2
51,7.563594882064691,0,4.223277926138152,6,2006,20,Telegram,2
45,3.037606274815372,0,9.17527028969409,1,2019,7,Telegram,2
13,1.9702121100945051,0,5.957512740091705,1,2017,9,Twitter,1
39,5.042739047986547,0,7.385626980399362,10,2008,18,Twitter,1
25,7.245496854200179,1,5.182402073772471,6,2012,14,TikTok,2
53,9.812020594250244,1,4.815270032081315,7,2013,13,Facebook,2
15,0.5181268490182445,1,8.71373029252327,7,2006,20,Facebook,1
51,10.810426828912766,0,5.585319142446489,8,2018,8,LinkedIn,2
18,10.834323015816508,1,3.6674878013576637,7,2004,22,Other,1
20,6.945798194141248,1,5.26440879098481,8,2024,2,Snapchat,1
39,5.479393463345301,0,3.8330974145263363,3,2003,23,Instagram,2
21,12.7134741877202,0,6.243089473936584,3,2001,25,Twitter,2
49,11.876518489452806,1,5.048412952999694,9,2011,15,TikTok,2
45,14.757503283506997,0,8.742174058211322,2,2011,15,Twitter,1
54,5.892996677414805,0,3.4573944074459466,6,2008,18,YouTube,2
56,13.649072770427926,0,9.89138212949306,7,2022,4,WhatsApp,1
36,1.767327345447808,0,8.568641716871717,4,2007,19,LinkedIn,1
27,6.466257960637358,1,7.665147542645015,5,2020,6,LinkedIn,2
44,7.247924721855555,0,3.3713137939331914,1,2003,23,LinkedIn,2
44,6.892677584950143,0,9.858831503418351,6,2021,5,TikTok,2
36,9.563923732251295,1,8.327102563965653,4,2014,12,Instagram,2
53,2.9680136631534495,1,6.160721746983989,4,2016,10,Telegram,1
24,13.063556490030654,0,8.801202856575586,4,2005,21,Telegram,2
51,8.50057826882477,0,5.368811241804009,6,2003,23,YouTube,2
14,13.611038446192333,0,5.859040760811267,5,2007,19,Twitter,2
15,0.5381588383115288,1,7.7029570712668205,2,2003,23,Instagram,1
49,9.634827647098449,0,9.455792115624615,4,2011,15,WhatsApp,1
29,6.480638779395077,0,9.435980616035847,2,2015,11,WhatsApp,1
14,7.823936395367134,0,4.653200627717529,10,2015,11,Google,2
14,11.285165406314137,0,7.493969554352066,10,2008,18,Instagram,2
40,3.7937003508819993,0,9.190552468213884,2,2009,17,Google,2
35,3.4710418106086265,0,3.726682006498765,4,2015,11,Facebook,2
49,10.693613357188575,1,4.3001844420756274,9,2015,11,TikTok,2
44,8.059803504690612,1,8.50366806420234,1,2010,16,Telegram,2
45,3.88776692189451,0,6.935923766058813,2,2012,14,Google,2
13,7.518270202706524,0,3.3950017306731377,9,2012,14,WhatsApp,1
31,7.163596883768814,0,6.7419155450040265,8,2016,10,LinkedIn,2
14,10.525944197522017,0,9.450387118442478,7,2000,26,YouTube,2
56,0.5385860024795514,1,4.280334212181896,9,2007,19,Telegram,1
38,9.008023853686502,0,3.4790929372747827,5,2023,3,YouTube,2
44,9.282333182427994,0,9.62504776648004,5,2014,12,Twitter,1
18,11.309896989224837,0,5.65884156163217,8,2008,18,Facebook,2
44,13.393841757514013,0,8.43411240120811,3,2005,21,Instagram,2
16,6.882752058119488,0,7.244706262891912,5,2001,25,LinkedIn,2
23,5.466543252478824,1,4.3108657704371804,6,2015,11,Facebook,2
29,1.9836454739136515,0,4.411634905710775,6,2008,18,TikTok,1
50,5.3841197509518794,0,8.198647529766111,9,2012,14,Facebook,1
36,1.4930276344439117,0,7.441450068206976,6,2010,16,WhatsApp,0
17,12.140892977451095,1,3.104364753565997,4,2000,26,LinkedIn,2
46,12.201589143764629,1,6.466551950966982,8,2004,22,Snapchat,2
18,6.549946030774283,0,9.431695197759911,2,2002,24,Telegram,2
34,4.264797891209117,0,6.727498501738508,4,2015,11,YouTube,2
23,2.2112910940579407,0,3.195769751948609,9,2012,14,Other,1
28,12.842938907316773,0,6.425235505654502,3,2016,10,Instagram,2
45,13.223681536588376,0,3.316712895877009,4,2003,23,Google,2
21,4.361199411552303,1,6.169682681419601,4,2004,22,Telegram,2
18,9.515527952782573,1,8.160584988510312,7,2009,17,Instagram,2
28,4.250478139460635,0,3.917106526488932,6,2008,18,Snapchat,2
41,3.7643360935818926,0,5.387003208388335,5,2020,6,TikTok,2
15,0.8075167341555216,1,4.393023273284733,4,2015,11,Google,1
32,8.868811554997906,1,5.7548146945072345,10,2012,14,Instagram,2
48,2.6741523761905794,1,4.046969016535615,10,2014,12,YouTube,1
31,0.6793821515705133,1,4.903174915631018,6,2023,3,Telegram,1
38,2.0203418828838506,0,3.941723509686704,2,2012,14,Other,1
15,5.0496532780233,0,5.88703289582762,10,2013,13,Instagram,2
31,10.202866256619819,1,6.300972004934077,2,2019,7,LinkedIn,2
32,3.438034273315815,0,7.10941833687787,4,2022,4,Google,2
44,13.370063156709241,0,8.296048120271543,5,2001,25,Other,1
19,4.683081950552776,1,3.7273974843949267,6,2014,12,WhatsApp,1
53,5.302781196642925,1,9.08461454625774,1,2008,18,LinkedIn,2
45,3.660669109303671,0,7.897776019406098,5,2024,2,YouTube,1
52,4.180177387541656,0,3.755617997588193,8,2011,15,Twitter,1
51,1.5749591610205562,0,5.65672573217542,9,2004,22,TikTok,1
30,4.774173391384748,1,5.646800554209514,1,2006,20,YouTube,2
52,12.964453164209033,0,7.928959919727908,8,2018,8,Facebook,1
13,10.482155850236394,0,4.048728715366408,1,2016,10,Telegram,2
23,13.19138895605144,0,3.4304131121185497,9,2017,9,LinkedIn,2
40,2.020455708500671,0,3.17517409311075,3,2023,3,Other,1
37,7.1064411472113065,0,9.071969051565556,6,2005,21,YouTube,2
35,3.8241956582116683,0,7.331698370599179,1,2014,12,YouTube,2
43,10.957626063064147,1,3.14411347830554,8,2024,2,LinkedIn,1
42,14.568448458525411,0,9.559156906660894,1,2024,2,WhatsApp,1
54,12.322712446229174,0,3.7587475302663793,9,2016,10,Other,1
47,1.0115334178895923,0,8.240767840257387,1,2010,16,TikTok,1
19,5.091565572341395,0,8.982748115352095,5,2011,15,Twitter,1
28,0.9144055115325915,0,7.548447989388193,6,2012,14,Twitter,0
38,1.0824210204992903,1,3.4964433728276165,2,2023,3,Instagram,1
14,1.6529719103840013,0,6.967342020448894,8,2019,7,WhatsApp,0
13,4.506740470073147,1,6.170258144456004,2,2005,21,TikTok,2
24,4.910940130752902,0,8.312904329681515,7,2013,13,Instagram,2
17,6.306575941905879,0,4.881345663542078,5,2011,15,Telegram,2
49,6.371500869761294,1,7.868158355087957,8,2010,16,Facebook,1
44,11.685430671726124,0,4.418320814713558,7,2011,15,Instagram,2
21,2.550347031894047,1,7.961171823365625,9,2016,10,Snapchat,1
53,2.7872389291617363,0,4.836385269903834,5,2007,19,Twitter,1
47,9.585541249247393,1,9.908670313680865,8,2017,9,Other,1
31,8.790261206791202,0,9.48101791887791,6,2011,15,Google,2
28,2.7330682294906303,0,6.553759480637249,4,2014,12,WhatsApp,1
15,12.857834189381828,0,7.911112724085805,8,2002,24,Facebook,1
32,5.2713615044675075,0,8.703463676364592,9,2021,5,Google,1
36,5.82102655389505,0,7.779758417816207,7,2007,19,Snapchat,1
45,6.596671172101534,0,8.695294391631226,5,2003,23,LinkedIn,2
36,5.179177125714569,1,5.160104603320467,5,2023,3,YouTube,2
23,8.583098257953084,1,3.8504088640192697,6,2005,21,Google,2
20,6.135391985793879,1,3.8649879411284975,10,2024,2,Twitter,1
48,4.26180352620667,0,7.50955092267376,10,2009,17,LinkedIn,1
50,13.614885581806227,0,6.288075511684609,10,2011,15,Telegram,2
52,4.971085732032243,0,8.731016227230231,8,2009,17,YouTube,2
32,10.628089419297918,0,3.4101677347605905,5,2000,26,WhatsApp,2
47,5.534788170174995,0,6.818158563514413,1,2020,6,LinkedIn,2
37,6.810689809723343,0,4.111587919742918,4,2020,6,LinkedIn,2
47,3.9211810893193086,0,7.932035771370374,4,2015,11,TikTok,2
37,11.408779481115186,0,5.269735968483124,9,2003,23,YouTube,2
41,11.18944714568067,1,4.666576576712828,6,2019,7,YouTube,2
30,0.8224792142174526,0,3.0566219086124535,7,2012,14,WhatsApp,1
58,1.3728135843687315,0,6.58206771785514,9,2009,17,Google,1
30,13.874458593801624,1,7.221107356882002,2,2020,6,LinkedIn,2
14,13.387989284948835,0,7.887681989292852,4,2004,22,Other,1
47,7.838264295288689,0,9.90918710654817,9,2010,16,Other,1
28,7.653682177595879,0,6.958552023814752,7,2012,14,Snapchat,2
53,12.280150528564992,1,7.5659434489080315,6,2020,6,TikTok,2
48,2.5075271298307453,1,7.144758446877492,8,2021,5,Snapchat,0
45,9.978637259516407,0,7.818341478161896,10,2017,9,YouTube,2
16,7.401753420065264,1,9.45255675528777,7,2024,2,Telegram,1
45,11.278299925076531,0,9.761349104064891,2,2000,26,Snapchat,2
26,0.9364904740238615,0,7.068607326287205,9,2001,25,Google,1
33,9.094520470997109,1,7.119245007976877,1,2006,20,YouTube,2
32,8.572559120625586,0,8.808156844926438,6,2000,26,Google,2
20,12.692300779043187,0,3.110574458166001,2,2020,6,Instagram,2
19,10.314126314547904,0,4.3501204762789945,4,2002,24,Snapchat,2
15,13.262325196736745,0,4.2264700909494355,10,2017,9,YouTube,2
29,13.365463163817104,1,3.5053606636945753,7,2009,17,Snapchat,2
45,6.418378013045908,0,5.518513653572624,6,2019,7,Telegram,2
24,2.49279493940129,0,8.264247023189878,2,2006,20,Google,2
34,9.639113009421727,1,7.1681524341368945,8,2022,4,Google,1
34,13.1693184269234,0,4.873239334827771,8,2019,7,Snapchat,2
58,1.5868234908240306,1,9.241965999452168,5,2011,15,YouTube,1
42,8.589887459727631,0,5.186744220121453,10,2018,8,YouTube,2
50,2.167493136567447,0,6.662896356379228,7,2007,19,Twitter,1
50,0.8914418804504283,0,3.301672420537866,2,2000,26,YouTube,2
57,10.354712632142085,0,8.886472068945281,5,2009,17,Google,2
20,10.386819372146377,0,9.841227348743177,7,2012,14,Twitter,1
39,9.20954165244725,0,9.238520535945254,2,2017,9,Twitter,1
39,12.958730656576058,1,5.8602930907944195,10,2024,2,Google,2
46,1.6727083770054363,0,4.098321265730673,6,2011,15,Facebook,1
33,2.0262737946320106,0,5.1185285855677165,1,2002,24,Twitter,1
42,13.035763850701985,0,9.413615824202331,6,2011,15,Google,2
45,7.7975124383508145,0,9.817804454915995,4,2016,10,YouTube,2
40,4.45926572815444,0,3.4191799729939967,6,2021,5,Snapchat,2
59,11.203276180786666,0,3.926133469333732,4,2015,11,Instagram,2
45,13.46885397776383,1,8.747432532661408,6,2021,5,Instagram,2
17,10.499247649942951,0,4.202864205073033,10,2010,16,WhatsApp,1
31,11.983022651837512,0,5.707753367808164,7,2001,25,WhatsApp,1
16,4.596209982830292,0,3.2553442189144555,6,2017,9,Telegram,2
47,4.687242711452866,0,4.452410214863308,10,2016,10,Telegram,2
29,13.029796265142169,0,4.239507004929826,6,2012,14,Instagram,2
56,9.415511305500623,0,8.714605038940443,4,2002,24,Telegram,2
40,3.8953598992691787,0,3.418442006003024,9,2009,17,Instagram,2
42,8.100346324202077,0,7.171364758147095,4,2009,17,Google,2
41,10.444976836347614,1,7.0901843565338,9,2024,2,Facebook,1
58,3.6689616781364256,0,9.643814311447434,2,2014,12,Instagram,2
18,9.99614291901217,0,3.6991015379021817,1,2005,21,Twitter,2
47,1.1111003223576328,1,7.493073735358821,2,2021,5,Snapchat,1
53,4.903528533560337,0,8.319478531362055,5,2008,18,Instagram,2
49,10.272591270028665,1,3.0572020172763934,6,2000,26,LinkedIn,2
36,2.665561449603573,1,7.533366848545449,4,2018,8,TikTok,1
41,3.721885944316234,0,3.803268492459374,1,2004,22,Twitter,2
58,13.246852710196645,0,7.411218005695893,6,2010,16,Instagram,2
43,10.277655941758322,0,5.007486528451691,4,2001,25,Google,2
47,7.7343212987217695,0,3.7667735081310543,3,2003,23,Facebook,2
45,3.5579541858480583,0,6.190516170266489,2,2009,17,Twitter,2
33,5.450440020442742,0,7.362896061071924,3,2017,9,WhatsApp,1
44,8.827792225166707,0,5.21869020351948,1,2017,9,TikTok,2
35,2.7520326116176923,1,6.691476613683456,7,2011,15,WhatsApp,0
45,7.485289158523739,0,5.585409531072241,6,2015,11,Facebook,2
15,6.430128715001325,1,9.575452587862378,10,2009,17,Instagram,2
30,7.411966450700465,0,7.17140071834449,1,2004,22,Snapchat,2
37,2.0306319085643416,0,5.273478255175043,9,2021,5,Snapchat,1
54,2.044207762152914,1,4.519972309794009,6,2017,9,TikTok,1
43,14.47960881482166,0,7.042488311391146,3,2022,4,Twitter,1
15,14.700832139009144,1,9.863023353268211,10,2002,24,Other,1
52,6.679387539721365,1,6.3537882213093155,10,2008,18,Twitter,1
58,11.940434077937141,0,9.381915144442392,2,2008,18,Twitter,1
36,10.008975690384615,0,6.711416254804502,1,2018,8,Snapchat,2
44,2.19529439196664,0,8.628355029215758,4,2001,25,Other,1
59,4.801840531353118,1,7.1280926944886405,3,2019,7,Telegram,2
34,5.047945425345547,1,7.092979280869943,7,2022,4,LinkedIn,1
35,9.138729305458746,0,5.9497653497429175,6,2023,3,Facebook,2
14,8.909662328559815,0,7.808064359734242,3,2006,20,LinkedIn,2
39,13.890876058689956,0,6.457686288448887,10,2006,20,Google,2
54,11.955526552655972,0,8.91475612243369,4,2001,25,LinkedIn,2
14,12.924291136743118,0,9.456691480305466,4,2022,4,TikTok,2
38,13.422814897359636,0,6.439314440915853,6,2018,8,Google,2
29,12.118511752047215,0,4.841747259580705,7,2002,24,Other,1
52,5.326778285328062,1,6.147988619507682,4,2017,9,Other,1
45,3.6176880843502506,0,7.929443779209418,10,2004,22,TikTok,2
21,8.79062640130518,0,6.518787225190662,4,2003,23,Twitter,1
55,10.498740588573122,0,5.774122589548034,8,2021,5,Other,1
51,6.105235549965904,0,3.1883664839460493,2,2007,19,Other,2
41,12.800910424485398,0,4.285949161153034,9,2010,16,Telegram,2
54,14.42821559586076,0,8.886298600818325,8,2011,15,Google,2
38,8.756238028991604,0,8.349852033329897,3,2008,18,LinkedIn,2
47,7.120584902135165,1,3.5861053125836295,10,2005,21,YouTube,2
37,12.72186319566651,0,3.743453789835339,1,2023,3,Snapchat,2
36,0.8519084313461065,0,9.53688040104011,3,2013,13,Snapchat,1
25,2.3706829295965965,1,8.582280433045723,8,2004,22,Other,0
19,12.762036055590883,0,5.842696482990117,5,2011,15,Twitter,2
48,11.114414491895891,1,9.808578336066109,6,2010,16,Snapchat,2
57,6.533982123962726,1,9.81112051933204,4,2005,21,Snapchat,2
32,13.388351937003872,1,9.984083390802763,9,2008,18,WhatsApp,1
13,5.596145170858113,0,5.6587136204058766,7,2002,24,Facebook,2
20,9.690757689070303,0,6.729872671023845,9,2009,17,WhatsApp,1
58,9.697849819725782,1,7.557192130195816,1,2012,14,Snapchat,2
28,3.1728124429064253,0,8.729339377331836,8,2017,9,Telegram,2
26,4.630350174378841,0,4.359947066307292,9,2014,12,WhatsApp,1
24,13.782100379093244,0,5.29080063911114,10,2011,15,YouTube,2
35,3.1595153800045472,0,5.502034578935104,5,2016,10,Google,2
27,3.0168320167905556,1,8.84255817570833,8,2009,17,Instagram,1
40,7.454424369141173,0,6.344153230402549,1,2002,24,TikTok,2
46,1.836861839448694,0,7.05201821713246,2,2013,13,Google,1
14,13.472079740273415,1,8.474611385164545,4,2007,19,TikTok,2
44,1.9521625055308305,1,7.461701743108928,8,2000,26,TikTok,1
35,9.44008341419152,1,9.396913715021707,4,2021,5,LinkedIn,1
34,5.426836918457113,0,4.076260343040492,6,2001,25,Facebook,2
37,12.16195683932999,1,6.300819115148136,2,2016,10,Twitter,2
34,9.052255813629309,0,5.715160052362595,6,2007,19,Facebook,2
